Stkcd,Stknme,Annctime,Type,Suspdate_start,Susptime,Suspdate_end,Resmdate,Resmtime,Timeperd,Reason,
605008,长鸿高科,2020/8/21,1,2020/8/21,9:30,2020/8/21,2020/8/21,10:00,0.5,盘中临时停牌,
605008,长鸿高科,2025/7/8,1,2025/7/8,9:30,2025/7/20,2025/7/21,9:30,36,拟筹划重大资产重组,
605009,豪悦护理,2020/9/11,1,2020/9/11,9:30,2020/9/11,2020/9/11,10:00,0.5,盘中临时停牌,
605011,杭州热电,2021/6/30,1,2021/6/30,9:30,2021/6/30,2021/6/30,10:00,0.5,盘中临时停牌,
605016,百龙创园,2021/4/21,1,2021/4/21,9:30,2021/4/21,2021/4/21,10:00,0.5,盘中临时停牌,
605018,长华股份,2020/9/29,1,2020/9/29,9:30,2020/9/29,2020/9/29,10:00,0.5,盘中临时停牌,
605020,永和股份,2021/7/9,1,2021/7/9,9:30,2021/7/9,2021/7/9,10:00,0.5,盘中临时停牌,
605028,世茂能源,2021/7/12,1,2021/7/12,9:30,2021/7/12,2021/7/12,10:00,0.5,盘中临时停牌,
605028,世茂能源,2024/11/11,1,2024/11/11,9:30,2024/11/11,2024/11/12,9:30,4,拟筹划重大资产重组,
605028,世茂能源,2024/11/12,1,2024/11/12,9:30,2024/11/14,2024/11/15,9:30,12,重要公告,
605028,世茂能源,2026/1/12,1,2026/1/12,9:30,2026/1/12,2026/1/13,9:30,4,未披露重大事项公告,
605028,世茂能源,2026/1/13,1,2026/1/13,9:30,2026/1/13,2026/1/14,9:30,4,重要公告,
605028,世茂能源,2026/1/14,1,2026/1/14,9:30,2026/1/18,2026/1/19,9:30,12,重要公告,
605033,美邦股份,2021/9/16,1,2021/9/16,9:30,2021/9/16,2021/9/16,10:00,0.5,盘中临时停牌,
605050,福然德,2020/9/24,1,2020/9/24,9:30,2020/9/24,2020/9/24,10:00,0.5,盘中临时停牌,
605055,迎丰股份,2021/1/29,1,2021/1/29,9:30,2021/1/29,2021/1/29,10:00,0.5,盘中临时停牌,
605056,咸亨国际,2021/7/20,1,2021/7/20,9:30,2021/7/20,2021/7/20,10:00,0.5,盘中临时停牌,
605060,联德股份,2021/3/1,1,2021/3/1,9:30,2021/3/1,2021/3/1,10:00,0.5,盘中临时停牌,
605066,天正电气,2020/8/7,1,2020/8/7,9:30,2020/8/7,2020/8/7,10:00,0.5,盘中临时停牌,
605068,明新旭腾,2020/11/23,1,2020/11/23,9:30,2020/11/23,2020/11/23,10:00,0.5,盘中临时停牌,
605069,正和生态,2021/8/16,1,2021/8/16,9:30,2021/8/16,2021/8/16,10:00,0.5,盘中临时停牌,
605077,华康股份,2021/2/9,1,2021/2/9,9:30,2021/2/9,2021/2/9,10:00,0.5,盘中临时停牌,
605077,华康股份,2024/10/28,1,2024/10/28,9:30,2024/11/3,2024/11/4,9:30,20,拟筹划重大资产重组,
605080,浙江自然,2021/5/6,1,2021/5/6,9:30,2021/5/6,2021/5/6,10:00,0.5,盘中临时停牌,
605081,太和水,2021/2/9,1,2021/2/9,9:30,2021/2/9,2021/2/9,10:00,0.5,盘中临时停牌,
605081,太和水,2025/3/31,1,2025/3/31,9:30,2025/3/31,2025/4/1,9:30,4,重要公告,
605081,太和水,2025/4/1,1,2025/4/1,9:30,2025/4/1,2025/4/2,9:30,4,重要公告,
605081,太和水,2025/4/2,1,2025/4/2,9:30,2025/4/7,2025/4/8,9:30,12,重要公告,
605081,太和水,2025/4/28,1,2025/4/28,9:30,2025/4/28,2025/4/29,9:30,4,重要公告,
605086,龙高股份,2021/4/16,1,2021/4/16,9:30,2021/4/16,2021/4/16,10:00,0.5,盘中临时停牌,
605088,冠盛股份,2020/8/17,1,2020/8/17,9:30,2020/8/17,2020/8/17,10:00,0.5,盘中临时停牌,
605090,九丰能源,2021/5/25,1,2021/5/25,9:30,2021/5/25,2021/5/25,10:00,0.5,盘中临时停牌,
605090,九丰能源,2022/1/4,1,2022/1/4,9:30,2022/1/17,2022/1/18,9:30,40,拟筹划重大资产重组,
605090,九丰能源,2022/10/26,1,2022/10/26,9:30,2022/10/26,2022/10/27,9:30,4,刊登重要公告,
605098,行动教育,2021/4/21,1,2021/4/21,9:30,2021/4/21,2021/4/21,10:00,0.5,盘中临时停牌,
605116,奥锐特,2020/9/21,1,2020/9/21,9:30,2020/9/21,2020/9/21,10:00,0.5,盘中临时停牌,
605117,德业股份,2021/4/20,1,2021/4/20,9:30,2021/4/20,2021/4/20,10:00,0.5,盘中临时停牌,
605118,力鼎光电,2020/7/30,1,2020/7/30,9:30,2020/7/30,2020/7/30,10:00,0.5,盘中临时停牌,
605122,四方新材,2021/3/10,1,2021/3/10,9:30,2021/3/10,2021/3/10,10:00,0.5,盘中临时停牌,
605123,派克新材,2020/8/25,1,2020/8/25,9:30,2020/8/25,2020/8/25,10:00,0.5,盘中临时停牌,
605128,上海沿浦,2020/9/15,1,2020/9/15,9:30,2020/9/15,2020/9/15,10:00,0.5,盘中临时停牌,
605133,嵘泰股份,2021/2/24,1,2021/2/24,9:30,2021/2/24,2021/2/24,10:00,0.5,盘中临时停牌,
605138,盛泰集团,2021/10/27,1,2021/10/27,9:30,2021/10/27,2021/10/27,10:00,0.5,盘中临时停牌,
605151,西上海,2020/12/15,1,2020/12/15,9:30,2020/12/15,2020/12/15,10:00,0.5,盘中临时停牌,
605155,西大门,2020/12/31,1,2020/12/31,9:30,2020/12/31,2020/12/31,10:00,0.5,盘中临时停牌,
605158,华达新材,2020/8/5,1,2020/8/5,9:30,2020/8/5,2020/8/5,10:00,0.5,盘中临时停牌,
605162,新中港,2021/7/7,1,2021/7/7,9:30,2021/7/7,2021/7/7,10:00,0.5,盘中临时停牌,
605166,聚合顺,2020/6/18,1,2020/6/18,9:30,2020/6/18,2020/6/18,10:00,0.5,盘中临时停牌,
605167,利柏特,2021/7/26,1,2021/7/26,9:30,2021/7/26,2021/7/26,10:00,0.5,盘中临时停牌,
605168,三人行,2020/5/28,1,2020/5/28,9:30,2020/5/28,2020/5/28,10:30,1,盘中临时停牌,
605169,洪通燃气,2020/10/30,1,2020/10/30,9:30,2020/10/30,2020/10/30,10:00,0.5,盘中临时停牌,
605169,洪通燃气,2021/6/7,1,2021/6/7,9:30,2021/6/21,2021/6/22,9:30,40,拟筹划重大资产重组,
605177,东亚药业,2020/11/25,1,2020/11/25,9:30,2020/11/25,2020/11/25,10:00,0.5,盘中临时停牌,
605178,时空科技,2020/8/21,1,2020/8/21,9:30,2020/8/21,2020/8/21,10:00,0.5,盘中临时停牌,
605178,时空科技,2025/7/24,1,2025/7/24,9:30,2025/7/24,2025/7/25,9:30,4,重要事项未公告,
605178,时空科技,2025/7/25,1,2025/7/25,9:30,2025/7/27,2025/7/28,9:30,4,重要公告,
605178,时空科技,2025/7/28,1,2025/7/28,9:30,2025/7/29,2025/7/30,9:30,8,重要公告,
605178,时空科技,2025/10/9,1,2025/10/9,9:30,2025/10/9,2025/10/10,9:30,4,拟筹划重大资产重组,
605178,时空科技,2025/10/10,1,2025/10/10,9:30,2025/10/22,2025/10/23,9:30,36,拟筹划重大资产重组,
605183,确成股份,2020/12/7,1,2020/12/7,9:30,2020/12/7,2020/12/7,10:00,0.5,盘中临时停牌,
605188,国光连锁,2020/7/28,1,2020/7/28,9:30,2020/7/28,2020/7/28,10:00,0.5,盘中临时停牌,
605189,富春染织,2021/5/28,1,2021/5/28,9:30,2021/5/28,2021/5/28,10:00,0.5,盘中临时停牌,
605196,华通线缆,2021/5/11,1,2021/5/11,9:30,2021/5/11,2021/5/11,10:00,0.5,盘中临时停牌,
605198,德利股份,2020/9/18,1,2020/9/18,9:30,2020/9/18,2020/9/18,10:00,0.5,盘中临时停牌,
605199,葫芦娃,2020/7/10,1,2020/7/10,9:30,2020/7/10,2020/7/10,10:00,0.5,盘中临时停牌,
605199,葫芦娃,2025/4/29,1,2025/4/29,9:30,2025/4/29,2025/4/30,9:30,4,重要公告,
605208,永茂泰,2021/3/8,1,2021/3/8,9:30,2021/3/8,2021/3/8,10:00,0.5,盘中临时停牌,
605218,伟时电子,2020/9/28,1,2020/9/28,9:30,2020/9/28,2020/9/28,10:00,0.5,盘中临时停牌,
605222,起帆电缆,2020/7/31,1,2020/7/31,9:30,2020/7/31,2020/7/31,10:00,0.5,盘中临时停牌,
605228,神通科技,2021/1/20,1,2021/1/20,9:30,2021/1/20,2021/1/20,10:00,0.5,盘中临时停牌,
605255,天普股份,2020/8/25,1,2020/8/25,9:30,2020/8/25,2020/8/25,10:00,0.5,盘中临时停牌,
605255,天普股份,2025/8/15,1,2025/8/15,9:30,2025/8/21,2025/8/22,9:30,20,重要公告,
605255,天普股份,2025/9/4,1,2025/9/4,9:30,2025/9/8,2025/9/9,9:30,12,重要公告,
605255,天普股份,2025/9/11,1,2025/9/11,9:30,2025/9/17,2025/9/18,9:30,20,重要公告,
605255,天普股份,2025/9/24,1,2025/9/24,9:30,2025/10/15,2025/10/16,9:30,40,重要公告,
605255,天普股份,2025/11/28,1,2025/11/28,9:30,2025/12/2,2025/12/3,9:30,12,重要公告,
605255,天普股份,2025/12/22,1,2025/12/22,9:30,2025/12/22,2025/12/23,9:30,4,重要公告,
605255,天普股份,2025/12/31,1,2025/12/31,9:30,2026/1/11,2026/1/12,9:30,24,重要公告,
605258,协和电子,2020/12/3,1,2020/12/3,9:30,2020/12/3,2020/12/3,10:00,0.5,盘中临时停牌,
605266,健之佳,2020/12/1,1,2020/12/1,9:30,2020/12/1,2020/12/1,10:00,0.5,盘中临时停牌,
605268,王力安防,2021/2/24,1,2021/2/24,9:30,2021/2/24,2021/2/24,10:00,0.5,盘中临时停牌,
605286,同力日升,2021/10/8,1,2021/10/8,9:30,2021/10/21,2021/10/22,9:30,40,拟筹划重大资产重组,
605287,德才股份,2021/7/6,1,2021/7/6,9:30,2021/7/6,2021/7/6,10:00,0.5,盘中临时停牌,
605288,凯迪股份,2020/6/1,1,2020/6/1,9:30,2020/6/1,2020/6/1,10:00,0.5,盘中临时停牌,
605289,罗曼股份,2021/4/26,1,2021/4/26,9:30,2021/4/26,2021/4/26,10:00,0.5,盘中临时停牌,
605296,神农集团,2021/5/28,1,2021/5/28,9:30,2021/5/28,2021/5/28,10:00,0.5,盘中临时停牌,
605299,舒华体育,2020/12/15,1,2020/12/15,9:30,2020/12/15,2020/12/15,10:00,0.5,盘中临时停牌,
605300,佳禾食品,2021/4/30,1,2021/4/30,9:30,2021/4/30,2021/4/30,10:00,0.5,盘中临时停牌,
605303,园林股份,2021/3/1,1,2021/3/1,9:30,2021/3/1,2021/3/1,10:00,0.5,盘中临时停牌,
605305,中际联合,2021/5/6,1,2021/5/6,9:30,2021/5/6,2021/5/6,10:00,0.5,盘中临时停牌,
605318,法狮龙,2020/8/3,1,2020/8/3,9:30,2020/8/3,2020/8/3,10:00,0.5,盘中临时停牌,
605318,法狮龙,2025/7/28,1,2025/7/28,9:30,2025/7/28,2025/7/29,9:30,4,重要事项未公告,
605319,无锡振华,2021/6/7,1,2021/6/7,9:30,2021/6/7,2021/6/7,10:00,0.5,盘中临时停牌,
605319,无锡振华,2022/7/11,1,2022/7/11,9:30,2022/7/18,2022/7/19,9:30,24,刊登重要公告,
605319,无锡振华,2022/12/21,1,2022/12/21,9:30,2022/12/21,2022/12/22,9:30,4,刊登重要公告,
605333,沪光股份,2020/8/18,1,2020/8/18,9:30,2020/8/18,2020/8/18,10:00,0.5,盘中临时停牌,
605336,帅丰电器,2020/10/19,1,2020/10/19,9:30,2020/10/19,2020/10/19,10:00,0.5,盘中临时停牌,
605337,李子园,2021/2/8,1,2021/2/8,9:30,2021/2/8,2021/2/8,10:00,0.5,盘中临时停牌,
605338,巴比食品,2020/10/12,1,2020/10/12,9:30,2020/10/12,2020/10/12,10:00,0.5,盘中临时停牌,
605339,南侨食品,2021/5/18,1,2021/5/18,9:30,2021/5/18,2021/5/18,10:00,0.5,盘中临时停牌,
605358,立昂微,2020/9/11,1,2020/9/11,9:30,2020/9/11,2020/9/11,10:00,0.5,盘中临时停牌,
605365,立达信,2021/7/20,1,2021/7/20,9:30,2021/7/20,2021/7/20,10:00,0.5,盘中临时停牌,
605366,宏柏新材,2020/8/12,1,2020/8/12,9:30,2020/8/12,2020/8/12,10:00,0.5,盘中临时停牌,
605368,蓝天燃气,2021/1/29,1,2021/1/29,9:30,2021/1/29,2021/1/29,10:00,0.5,盘中临时停牌,
605368,蓝天燃气,2022/5/27,1,2022/5/27,9:30,2022/5/29,2022/5/30,9:30,4,刊登重要公告,
605369,拱东医疗,2020/9/16,1,2020/9/16,9:30,2020/9/16,2020/9/16,10:00,0.5,盘中临时停牌,
605376,博迁新材,2020/12/8,1,2020/12/8,9:30,2020/12/8,2020/12/8,10:00,0.5,盘中临时停牌,
605377,华旺科技,2020/12/28,1,2020/12/28,9:30,2020/12/28,2020/12/28,10:00,0.5,盘中临时停牌,
605378,野马电池,2021/4/12,1,2021/4/12,9:30,2021/4/12,2021/4/12,10:00,0.5,盘中临时停牌,
605388,均瑶健康,2020/8/18,1,2020/8/18,9:30,2020/8/18,2020/8/18,10:00,0.5,盘中临时停牌,
605389,长龄液压,2021/3/22,1,2021/3/22,9:30,2021/3/22,2021/3/22,10:00,0.5,盘中临时停牌,
605389,长龄液压,2023/1/30,1,2023/1/30,9:30,2023/2/12,2023/2/13,9:30,40,拟筹划重大资产重组,
605389,长龄液压,2025/1/13,1,2025/1/13,9:30,2025/1/13,2025/1/14,9:30,4,重要公告,
605389,长龄液压,2025/1/14,1,2025/1/14,9:30,2025/1/14,2025/1/15,9:30,4,重要公告,
605389,长龄液压,2025/7/4,1,2025/7/4,9:30,2025/7/10,2025/7/11,9:30,20,重要公告,
605389,长龄液压,2026/3/10,1,2026/3/10,9:30,2026/3/10,2026/3/11,9:30,4,重要公告,
605398,新炬网络,2021/1/21,1,2021/1/21,9:30,2021/1/21,2021/1/21,10:00,0.5,盘中临时停牌,
605399,晨光新材,2020/8/4,1,2020/8/4,9:30,2020/8/4,2020/8/4,10:00,0.5,盘中临时停牌,
605488,福莱新材,2021/5/13,1,2021/5/13,9:30,2021/5/13,2021/5/13,10:00,0.5,盘中临时停牌,
605499,东鹏饮料,2021/5/27,1,2021/5/27,9:30,2021/5/27,2021/5/27,10:00,0.5,盘中临时停牌,
605500,森林包装,2020/12/22,1,2020/12/22,9:33,2020/12/22,2020/12/22,10:03,0.5,盘中临时停牌,
605507,国邦医药,2021/8/2,1,2021/8/2,9:30,2021/8/2,2021/8/2,10:00,0.5,盘中临时停牌,
605555,德昌股份,2021/10/21,1,2021/10/21,9:30,2021/10/21,2021/10/21,10:00,0.5,盘中临时停牌,
605555,德昌股份,2026/3/27,1,2026/3/27,9:30,###############################################################################################################################################################################################################################################################,,,-9666,重要公告,
605566,福莱蒽特,2021/10/25,1,2021/10/25,9:30,2021/10/25,2021/10/25,10:00,0.5,盘中临时停牌,
605567,春雪食品,2021/10/13,1,2021/10/13,9:30,2021/10/13,2021/10/13,10:00,0.5,盘中临时停牌,
605577,龙版传媒,2021/8/24,1,2021/8/24,9:30,2021/8/24,2021/8/24,10:00,0.5,盘中临时停牌,
605580,恒盛能源,2021/8/19,1,2021/8/19,9:30,2021/8/19,2021/8/19,10:00,0.5,盘中临时停牌,
605588,冠石科技,2021/8/12,1,2021/8/12,9:30,2021/8/12,2021/8/12,10:00,0.5,盘中临时停牌,
605589,圣泉集团,2021/8/10,1,2021/8/10,9:30,2021/8/10,2021/8/10,10:00,0.5,盘中临时停牌,
605598,上海港湾,2021/9/17,1,2021/9/17,9:30,2021/9/17,2021/9/17,10:00,0.5,盘中临时停牌,
605599,菜百股份,2021/9/9,1,2021/9/9,9:30,2021/9/9,2021/9/9,10:00,0.5,盘中临时停牌,
688001,华兴源创,2019/7/22,1,2019/7/22,10:51,2019/7/22,2019/7/22,11:01,0.17,盘中临时停牌,
688002,睿创微纳,2019/7/22,1,2019/7/22,9:33,2019/7/22,2019/7/22,9:43,0.17,盘中临时停牌,
688003,天准科技,2019/7/22,1,2019/7/22,9:33,2019/7/22,2019/7/22,9:43,0.17,盘中临时停牌,
688004,博汇科技,2020/6/12,1,2020/6/12,13:02,2020/6/12,2020/6/12,13:12,0.17,盘中临时停牌,
688005,容百科技,2019/7/22,1,2019/7/22,10:52,2019/7/22,2019/7/22,11:02,0.16,盘中临时停牌,
688005,容百科技,2019/7/22,1,2019/7/22,11:04,2019/7/22,2019/7/22,11:14,0.16,盘中临时停牌,
688005,容百科技,2019/11/6,1,2019/11/6,9:30,2019/11/6,2019/11/7,9:30,4,重大事项,
688005,容百科技,2026/1/14,1,2026/1/14,9:30,2026/1/14,2026/1/15,9:30,4,未披露重大事项公告,
688005,容百科技,2026/1/15,1,2026/1/15,9:30,2026/1/15,2026/1/16,9:30,4,重要事项未公告,
688005,容百科技,2026/1/16,1,2026/1/16,9:30,2026/1/18,2026/1/19,9:30,4,重要事项未公告,
688006,杭可科技,2019/7/22,1,2019/7/22,9:31,2019/7/22,2019/7/22,9:41,0.16,盘中临时停牌,
688007,光峰科技,2019/7/22,1,2019/7/22,10:49,2019/7/22,2019/7/22,10:59,0.16,盘中临时停牌,
688009,中国通号,2019/7/22,1,2019/7/22,9:44,2019/7/22,2019/7/22,9:54,0.17,盘中临时停牌,
688009,中国通号,2019/7/22,1,2019/7/22,10:59,2019/7/22,2019/7/22,11:09,0.17,盘中临时停牌,
688010,福光股份,2019/7/22,1,2019/7/22,10:50,2019/7/22,2019/7/22,11:00,0.17,盘中临时停牌,
688010,福光股份,2019/7/22,1,2019/7/22,11:02,2019/7/22,2019/7/22,11:12,0.17,盘中临时停牌,
688010,福光股份,2019/7/23,1,2019/7/23,13:36,2019/7/23,2019/7/23,13:46,0.17,盘中临时停牌,
688010,福光股份,2019/7/24,1,2019/7/24,14:41,2019/7/24,2019/7/24,14:51,0.17,盘中临时停牌,
688011,新光光电,2019/7/22,1,2019/7/22,10:53,2019/7/22,2019/7/22,11:03,0.17,盘中临时停牌,
688011,新光光电,2019/7/22,1,2019/7/22,11:04,2019/7/22,2019/7/22,11:14,0.16,盘中临时停牌,
688012,中微公司,2019/7/22,1,2019/7/22,9:36,2019/7/22,2019/7/22,9:46,0.17,盘中临时停牌,
688012,中微公司,2025/12/19,1,2025/12/19,9:30,2026/1/4,2026/1/5,9:30,36,拟筹划重大资产重组,
688015,交控科技,2019/7/22,1,2019/7/22,9:35,2019/7/22,2019/7/22,9:45,0.17,盘中临时停牌,
688016,心脉医疗,2019/7/22,1,2019/7/22,10:39,2019/7/22,2019/7/22,10:49,0.17,盘中临时停牌,
688018,乐鑫科技,2019/7/22,1,2019/7/22,9:39,2019/7/22,2019/7/22,9:49,0.17,盘中临时停牌,
688019,安集科技,2019/7/22,1,2019/7/22,10:19,2019/7/22,2019/7/22,10:29,0.16,盘中临时停牌,
688019,安集科技,2019/7/22,1,2019/7/22,10:38,2019/7/22,2019/7/22,10:48,0.17,盘中临时停牌,
688022,瀚川智能,2019/7/22,1,2019/7/22,9:32,2019/7/22,2019/7/22,9:42,0.17,盘中临时停牌,
688026,洁特生物,2020/2/3,1,2020/2/3,13:36,2020/2/3,2020/2/3,13:46,0.17,盘中临时停牌,
688026,洁特生物,2020/2/3,1,2020/2/3,14:53,2020/2/3,2020/2/3,14:57,0.07,盘中临时停牌,
688026,洁特生物,2020/2/4,1,2020/2/4,11:00,2020/2/4,2020/2/4,11:10,0.17,盘中临时停牌,
688027,国盾量子,2020/7/9,1,2020/7/9,13:01,2020/7/9,2020/7/9,13:11,0.16,盘中临时停牌,
688027,国盾量子,2024/3/6,1,2024/3/6,9:30,2024/3/11,2024/3/12,9:30,16,重要事项未公告,
688028,沃尔德,2019/7/22,1,2019/7/22,10:47,2019/7/22,2019/7/22,10:57,0.17,盘中临时停牌,
688028,沃尔德,2019/7/24,1,2019/7/24,14:51,2019/7/24,2019/7/24,14:57,0.1,盘中临时停牌,
688028,沃尔德,2021/10/15,1,2021/10/15,9:30,2021/10/27,2021/10/28,9:30,36,拟筹划重大资产重组,
688029,南微医学,2021/1/6,1,2021/1/6,9:30,2021/1/7,2021/1/8,9:30,8,重要事项未公告,
688032,禾迈股份,2021/12/20,1,2021/12/20,9:55,2021/12/20,2021/12/20,10:05,0.16,盘中临时停牌,
688033,天宜上佳,2019/7/22,1,2019/7/22,10:51,2019/7/22,2019/7/22,11:01,0.17,盘中临时停牌,
688033,天宜上佳,2019/7/22,1,2019/7/22,11:04,2019/7/22,2019/7/22,11:14,0.16,盘中临时停牌,
688036,传音控股,2019/9/30,1,2019/9/30,9:31,2019/9/30,2019/9/30,9:41,0.16,盘中临时停牌,
688037,芯源微,2019/12/18,1,2019/12/18,13:03,2019/12/18,2019/12/18,13:13,0.17,盘中临时停牌,
688037,芯源微,2025/3/6,1,2025/3/6,9:30,2025/3/10,2025/3/11,9:30,12,重要公告,
688038,中科通达,2025/3/10,1,2025/3/10,9:30,2025/3/23,2025/3/24,9:30,40,拟筹划重大资产重组,
688041,海光信息,2025/5/26,1,2025/5/26,9:30,2025/5/26,2025/5/27,9:30,4,"重大事项,拟筹划重大资产重组",
688041,海光信息,2025/5/27,1,2025/5/27,9:30,2025/6/9,2025/6/10,9:30,36,拟筹划重大资产重组,
688050,爱博医疗,2020/7/29,1,2020/7/29,13:13,2020/7/29,2020/7/29,13:23,0.16,盘中临时停牌,
688051,佳华科技,2025/11/24,1,2025/11/24,9:30,2025/12/7,2025/12/8,9:30,40,拟筹划重大资产重组,
688053,思科瑞,2025/9/22,1,2025/9/22,9:30,2025/9/22,2025/9/23,9:30,4,重要公告,
688055,龙腾光电,2020/8/18,1,2020/8/18,13:02,2020/8/18,2020/8/18,13:12,0.17,盘中临时停牌,
688055,龙腾光电,2020/8/18,1,2020/8/18,14:08,2020/8/18,2020/8/18,14:18,0.17,盘中临时停牌,
688059,华锐精密,2021/2/8,1,2021/2/8,9:32,2021/2/8,2021/2/8,9:42,0.17,盘中临时停牌,
688060,云涌科技,2020/7/10,1,2020/7/10,9:33,2020/7/10,2020/7/10,9:43,0.17,盘中临时停牌,
688062,迈威生物,2022/1/19,1,2022/1/19,11:18,2022/1/19,2022/1/19,11:28,0.17,盘中临时停牌,
688063,派能科技,2020/12/30,1,2020/12/30,14:10,2020/12/30,2020/12/30,14:20,0.16,盘中临时停牌,
688065,凯赛生物,2020/8/12,1,2020/8/12,9:31,2020/8/12,2020/8/12,9:41,0.16,盘中临时停牌,
688065,凯赛生物,2023/6/15,1,2023/6/15,13:00,2023/6/25,2023/6/26,9:30,18,刊登重要公告,
688066,航天宏图,2019/7/22,1,2019/7/22,10:44,2019/7/22,2019/7/22,10:54,0.17,盘中临时停牌,
688068,热景生物,2021/4/29,1,2021/4/29,9:30,2021/4/29,2021/4/30,9:30,4,,
688069,德林海,2020/7/22,1,2020/7/22,9:52,2020/7/22,2020/7/22,10:02,0.16,,
688073,毕得医药,2025/1/14,1,2025/1/14,9:30,2025/2/4,2025/2/5,9:30,40,"重要事项未公告,拟筹划重大资产重组",
688076,诺泰生物,2025/7/21,1,2025/7/21,9:30,2025/7/21,2025/7/22,9:30,4,重要公告,
688077,大地熊,2020/7/22,1,2020/7/22,10:17,2020/7/22,2020/7/22,10:27,0.17,,
688077,大地熊,2020/7/23,1,2020/7/23,13:16,2020/7/23,2020/7/23,13:26,0.16,,
688079,美迪凯,2021/3/2,1,2021/3/2,11:19,2021/3/2,2021/3/2,11:29,0.16,盘中临时停牌,
688085,三友医疗,2020/4/10,1,2020/4/10,11:25,2020/4/10,2020/4/10,13:05,0.16,盘中临时停牌,
688085,三友医疗,2024/4/26,1,2024/4/26,9:30,2024/5/6,2024/5/7,9:30,16,重要事项未公告,
688086,紫晶存储,2022/5/5,1,2022/5/5,9:30,2022/5/5,2022/5/6,9:30,4,刊登重要公告,
688086,*ST 紫晶,2022/11/21,1,2022/11/21,9:30,2022/11/21,2022/11/22,9:30,4,刊登重要公告,
688086,*ST 紫晶,2023/4/24,1,2023/4/24,9:30,2023/6/7,2023/6/8,9:30,120,重大事项,
688086,退市紫晶,2023/7/1,2,2023/7/7,9:30,###############################################################################################################################################################################################################################################################,,,-8888,终止上市,
688086,退市紫晶,2023/7/3,1,2023/7/3,9:30,###############################################################################################################################################################################################################################################################,,,-9666,刊登重要公告,
688087,英科再生,2021/7/13,1,2021/7/13,10:32,2021/7/13,2021/7/13,10:42,0.17,盘中临时停牌,
688088,虹软科技,2019/7/22,1,2019/7/22,9:33,2019/7/22,2019/7/22,9:43,0.17,盘中临时停牌,
688089,嘉必优,2024/10/29,1,2024/10/29,9:30,2024/11/11,2024/11/12,9:30,40,拟筹划重大资产重组,
688098,申联生物,2019/10/28,1,2019/10/28,11:09,2019/10/28,2019/10/28,11:19,0.17,盘中临时停牌,
688100,威胜信息,2020/2/4,1,2020/2/4,9:49,2020/2/4,2020/2/4,9:59,0.16,盘中临时停牌,
688109,品茗科技,2025/9/18,1,2025/9/18,9:30,2025/9/24,2025/9/25,9:30,20,重要事项未公告,
688110,东芯股份,2025/8/29,1,2025/8/29,9:30,2025/9/2,2025/9/3,9:30,12,重要事项未公告,
688113,联测科技,2021/5/6,1,2021/5/6,13:37,2021/5/6,2021/5/6,13:47,0.16,盘中临时停牌,
688115,思林杰,2024/9/9,1,2024/9/9,9:30,2024/9/24,2024/9/25,9:30,40,重要事项未公告,
688122,西部超导,2019/7/22,1,2019/7/22,10:28,2019/7/22,2019/7/22,10:38,0.16,盘中临时停牌,
688122,西部超导,2019/7/22,1,2019/7/22,10:40,2019/7/22,2019/7/22,10:50,0.16,盘中临时停牌,
688126,沪硅产业,2025/2/24,1,2025/2/24,9:30,2025/3/9,2025/3/10,9:30,40,拟筹划重大资产重组,
688127,蓝特光学,2020/9/21,1,2020/9/21,13:22,2020/9/21,2020/9/21,13:32,0.16,盘中临时停牌,
688131,皓元医药,2022/2/21,1,2022/2/21,9:30,2022/3/6,2022/3/7,9:30,40,刊登重要公告,
688132,邦彦技术,2024/11/25,1,2024/11/25,9:30,2024/12/2,2024/12/3,9:30,24,重要事项未公告,
688136,科兴制药,2020/12/15,1,2020/12/15,11:27,2020/12/15,2020/12/15,13:07,0.17,盘中临时停牌,
688139,海尔生物,2024/12/23,1,2024/12/23,9:30,2025/1/6,2025/1/7,9:30,40,重要公告,
688143,长盈通,2024/11/1,1,2024/11/1,9:30,2024/11/13,2024/11/14,9:30,36,重要事项未公告,
688157,松井股份,2022/3/9,1,2022/3/9,9:30,2022/3/22,2022/3/23,9:30,40,刊登重要公告,
688159,有方科技,2020/2/4,1,2020/2/4,9:47,2020/2/4,2020/2/4,9:57,0.17,盘中临时停牌,
688159,有方科技,2020/2/4,1,2020/2/4,9:37,2020/2/4,2020/2/4,9:47,0.16,盘中临时停牌,
688165,埃夫特,2020/7/15,1,2020/7/15,9:31,2020/7/15,2020/7/15,9:41,0.16,盘中临时停牌,
688165,埃夫特,2026/1/27,1,2026/1/27,9:30,2026/2/9,2026/2/10,9:30,40,拟筹划重大资产重组,
688173,希荻微,2024/11/5,1,2024/11/5,9:30,2024/11/17,2024/11/18,9:30,36,重要事项未公告,
688175,高凌信息,2024/12/6,1,2024/12/6,9:30,2024/12/17,2024/12/18,9:30,32,重要事项未公告,
688175,高凌信息,2026/3/17,1,2026/3/17,9:30,2026/3/30,2026/3/31,9:30,40,拟筹划重大资产重组,
688177,百奥泰,2020/2/21,1,2020/2/21,9:32,2020/2/21,2020/2/21,9:42,0.17,盘中临时停牌,
688178,万德斯,2021/3/1,1,2021/3/1,9:30,2021/3/14,2021/3/15,9:30,40,刊登重要公告,
688178,万德斯,2025/3/17,1,2025/3/17,9:30,2025/3/23,2025/3/24,9:30,20,重要事项未公告,
